Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
BQ60673,California,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small
JK68578,California,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,134.84,Luxury Car,Medsize
OI39449,California,107,3,65,0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize
NJ29981,California,124,1,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,714.49,SUV,Medsize
ZO16199,California,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small
HB12866,California,206,7,82,0,1,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury SUV,Large
DQ19344,California,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.54,Four-Door Car,Medsize
GH35369,California,67,28,22,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
QR26617,California,63,23,72,0,9,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize
QZ34525,California,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.7,Four-Door Car,Medsize
IU62399,California,74,24,82,1,3,Personal Auto,Personal L2,Offer1,Agent,192.19,Four-Door Car,Medsize
OH23893,California,114,19,45,0,6,Personal Auto,Personal L1,Offer1,Branch,173.08,SUV,Medsize
ZX83542,California,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308.65,Four-Door Car,Large
CO16841,California,101,34,53,0,1,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small
MV81355,California,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize
HU22390,California,136,35,93,0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.71,Sports Car,Medsize
YS74016,California,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.12,SUV,Large
PU33703,California,61,5,84,0,1,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small
PJ59176,California,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.5,SUV,Medsize
ML68781,California,65,18,83,0,1,Personal Auto,Personal L3,Offer2,Branch,255.21,Four-Door Car,Medsize
JI93499,California,65,30,5,1,2,Corporate Auto,Corporate L1,Offer3,Agent,312,Four-Door Car,Medsize
NY90858,California,85,0,85,0,3,Personal Auto,Personal L3,Offer1,Agent,378.75,Four-Door Car,Medsize
IZ76711,California,135,26,38,0,3,Personal Auto,Personal L2,Offer2,Branch,773.69,Sports Car,Medsize
BT78461,California,70,1,28,0,2,Personal Auto,Personal L1,Offer2,Agent,307.9,Four-Door Car,Medsize
PS68884,California,118,31,83,0,1,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
EY71439,California,103,29,58,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small
TO84268,California,113,21,16,0,4,Personal Auto,Personal L2,Offer3,Agent,327.72,Four-Door Car,Medsize
UH93563,California,67,2,13,0,6,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small
GD57363,California,65,23,64,0,3,Personal Auto,Personal L2,Offer2,Agent,98.35,Four-Door Car,Medsize
LU36517,California,112,25,69,0,2,Personal Auto,Personal L2,Offer3,Agent,806.4,Two-Door Car,Small
DO93657,California,91,6,6,1,8,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize
EF41225,California,121,12,38,0,2,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize
CY97519,California,63,3,73,2,2,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small
FO36473,California,116,0,68,4,1,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize
OD66412,California,62,31,10,0,5,Personal Auto,Personal L2,Offer2,Agent,50.8,Four-Door Car,Medsize
IW54903,California,66,16,77,0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize
RF64040,California,128,23,27,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,150.95,SUV,Medsize
CB17191,California,81,26,26,0,1,Corporate Auto,Corporate L2,Offer1,Agent,128.58,Four-Door Car,Medsize
OI39301,California,118,28,33,0,3,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medsize
VY90611,California,63,22,9,0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.62,Two-Door Car,Small
KF96171,California,117,5,27,0,6,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize
IJ36435,California,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.55,Four-Door Car,Medsize
GX40957,California,117,4,61,0,2,Personal Auto,Personal L3,Offer3,Call Center,632.16,Sports Car,Medsize
RT36566,California,67,20,16,0,4,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize
ML38237,California,119,12,57,0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize
RR74547,California,85,33,69,0,1,Personal Auto,Personal L3,Offer3,Call Center,612,Four-Door Car,Large
PK26805,California,71,19,14,1,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize
KS36311,California,68,22,7,0,1,Personal Auto,Personal L1,Offer2,Branch,402.46,Four-Door Car,Small
ZZ69693,California,69,20,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large
FS70572,California,78,2,12,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,23.79,Four-Door Car,Small
LN87823,California,61,23,46,0,7,Personal Auto,Personal L2,Offer3,Agent,643.88,Four-Door Car,Medsize
XL81489,California,197,6,22,0,1,Corporate Auto,Corporate L3,Offer1,Agent,1439.68,Sports Car,Small
NQ32487,California,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.6,SUV,Medsize
XF60649,California,106,5,32,0,4,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Medsize
VA95584,California,64,29,58,0,2,Personal Auto,Personal L3,Offer2,Branch,450.86,Two-Door Car,Small
FN80010,California,112,16,4,0,1,Personal Auto,Personal L3,Offer1,Branch,578.18,SUV,Medsize
QX22025,California,101,15,36,0,2,Corporate Auto,Corporate L1,Offer3,Branch,427.24,SUV,Medsize
ZU63258,California,100,27,32,1,1,Personal Auto,Personal L3,Offer2,Agent,480,SUV,Medsize
IC74050,California,160,33,78,1,1,Personal Auto,Personal L2,Offer1,Call Center,768,SUV,Medsize
JX80723,California,80,2,59,1,4,Personal Auto,Personal L1,Offer1,Branch,56.08,Four-Door Car,Medsize
CT50487,California,71,14,35,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,484.73,Two-Door Car,Medsize
VT16570,California,86,15,67,0,8,Corporate Auto,Corporate L2,Offer1,Call Center,143.94,Four-Door Car,Medsize
YW94562,California,63,13,3,1,7,Personal Auto,Personal L2,Offer1,Web,302.4,Four-Door Car,Medsize
JG83075,California,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684,Four-Door Car,Medsize
SZ61563,California,132,0,71,1,2,Personal Auto,Personal L2,Offer1,Call Center,521.44,SUV,Medsize
JO60130,California,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.3,Four-Door Car,Large
BG55927,California,108,7,19,1,2,Personal Auto,Personal L3,Offer2,Agent,668.74,Two-Door Car,Medsize
BS53322,California,118,18,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,463.46,SUV,Small
FZ13256,California,72,18,41,0,1,Corporate Auto,Corporate L1,Offer1,Web,366.28,Four-Door Car,Medsize
CM38959,California,66,18,15,0,2,Personal Auto,Personal L3,Offer1,Branch,341.4,Two-Door Car,Medsize
FS38926,California,239,17,80,0,1,Personal Auto,Personal L2,Offer4,Web,538.23,Luxury Car,Medsize
EN31802,California,101,31,23,2,2,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize
TO18404,California,88,12,75,0,2,Corporate Auto,Corporate L3,Offer2,Agent,398.19,Two-Door Car,Medsize
VQ53427,California,74,21,49,1,6,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize
OT50011,California,68,25,26,0,1,Personal Auto,Personal L2,Offer2,Branch,127.16,Four-Door Car,Medsize
OO96627,California,98,23,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.5,Two-Door Car,Small
BN77676,California,71,11,71,0,6,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize
JT64945,California,67,17,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.87,Four-Door Car,Medsize
BO58202,California,67,7,61,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68,Two-Door Car,Medsize
UR71715,California,91,3,57,0,1,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small
GM84292,California,92,17,62,0,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize
DW20514,California,112,15,63,0,3,Personal Auto,Personal L3,Offer1,Web,585.07,SUV,Small
WZ45123,California,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.91,Two-Door Car,Medsize
LW11571,California,67,4,5,0,1,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Small
TI48450,California,68,33,86,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481.11,Two-Door Car,Medsize
CZ62883,California,95,35,50,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,456,Four-Door Car,Medsize
BY88565,California,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.24,Four-Door Car,Medsize
EB61889,California,126,23,52,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,886.03,Sports Car,Medsize
GX22027,California,63,11,53,1,9,Personal Auto,Personal L2,Offer1,Branch,302.4,Two-Door Car,Medsize
BN91755,California,124,26,3,0,1,Personal Auto,Personal L2,Offer1,Call Center,341.09,SUV,Medsize
OZ89964,California,116,34,28,2,1,Personal Auto,Personal L3,Offer3,Call Center,556.8,Sports Car,Small
PV62467,California,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.01,Four-Door Car,Medsize
QZ71100,California,196,31,78,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2092.52,Luxury Car,Medsize
UA63517,California,112,19,86,1,8,Personal Auto,Personal L3,Offer2,Branch,537.6,Sports Car,Medsize
BD69478,California,66,8,99,0,9,Personal Auto,Personal L2,Offer2,Call Center,623.75,Two-Door Car,Small
GV41938,California,151,33,94,1,2,Personal Auto,Personal L1,Offer1,Call Center,1087.2,SUV,Medsize
UA73107,California,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize
XU43725,California,127,0,71,0,2,Corporate Auto,Corporate L2,Offer1,Web,677.87,SUV,Medsize
MT78037,California,69,20,0,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize
FH81263,California,74,19,68,0,4,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small
SZ94413,California,84,6,34,0,1,Personal Auto,Personal L2,Offer2,Agent,225.65,Four-Door Car,Medsize
HI48554,California,69,8,68,0,1,Personal Auto,Personal L2,Offer4,Web,331.2,Two-Door Car,Small
YR30159,California,181,5,12,0,2,Personal Auto,Personal L3,Offer1,Agent,1579.85,Luxury Car,Medsize
EV15014,California,71,22,0,0,2,Personal Auto,Personal L3,Offer1,Branch,599.38,Four-Door Car,Medsize
BM16805,California,103,30,52,1,2,Corporate Auto,Corporate L1,Offer1,Agent,618.69,SUV,Medsize
IB60476,California,107,31,41,0,1,Personal Auto,Personal L3,Offer4,Branch,513.6,Sports Car,Medsize
YC63458,California,74,13,13,1,5,Personal Auto,Personal L2,Offer3,Agent,8.53,Two-Door Car,Medsize
VS42598,California,69,14,94,0,2,Personal Auto,Personal L1,Offer2,Web,159.38,Two-Door Car,Medsize
BB65725,California,102,19,87,0,7,Corporate Auto,Corporate L3,Offer1,Agent,348,Sports Car,Medsize
UZ86963,California,129,33,14,0,3,Corporate Auto,Corporate L2,Offer1,Agent,928.8,Sports Car,Medsize
RR39300,California,122,12,0,0,2,Personal Auto,Personal L2,Offer1,Call Center,421.71,SUV,Medsize
IU25994,California,125,23,4,0,2,Corporate Auto,Corporate L3,Offer3,Branch,626.41,SUV,Medsize
IO81315,California,61,14,84,0,1,Personal Auto,Personal L2,Offer3,Web,47.96,Four-Door Car,Small
JC93010,California,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.27,Two-Door Car,Medsize
XO56170,California,72,27,42,0,1,Personal Auto,Personal L3,Offer2,Agent,224.48,Four-Door Car,Medsize
QS65968,California,104,22,32,0,3,Personal Auto,Personal L3,Offer4,Agent,499.2,SUV,Medsize
PT42203,California,101,3,95,0,3,Corporate Auto,Corporate L1,Offer4,Web,233.17,Four-Door Car,Medsize
SX87181,California,65,21,61,0,7,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Large
RE85409,California,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98.66,Four-Door Car,Medsize
YW95322,California,88,15,81,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Small
TL39187,California,91,24,28,0,8,Corporate Auto,Corporate L3,Offer3,Branch,655.4,Two-Door Car,Medsize
XP41644,California,114,19,10,1,1,Corporate Auto,Corporate L2,Offer3,Web,396.11,Sports Car,Medsize
FZ89300,California,92,16,59,0,1,Personal Auto,Personal L2,Offer1,Agent,255.28,Four-Door Car,Medsize
ED80746,California,98,29,89,0,6,Corporate Auto,Corporate L3,Offer1,Branch,470.4,Two-Door Car,Small
BD35524,California,69,20,59,0,1,Personal Auto,Personal L2,Offer2,Call Center,337.6,Two-Door Car,Medsize
EW68125,California,62,15,0,0,5,Personal Auto,Personal L2,Offer1,Agent,157.99,Four-Door Car,Large
TT86956,California,65,27,14,0,2,Personal Auto,Personal L3,Offer3,Call Center,301.87,Four-Door Car,Large
KA67497,California,63,16,35,1,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize
TM68292,California,69,31,15,4,3,Personal Auto,Personal L2,Offer4,Branch,331.2,Four-Door Car,Small
SC23927,California,133,35,90,0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize
BO92934,California,93,2,63,0,2,Personal Auto,Personal L1,Offer2,Agent,446.4,Four-Door Car,Small
XR82418,California,62,1,99,0,5,Personal Auto,Personal L1,Offer2,Call Center,80.73,Four-Door Car,Medsize
XS56253,California,110,18,95,3,7,Personal Auto,Personal L3,Offer1,Agent,1011.77,Sports Car,Medsize
UC34044,California,65,34,36,0,1,Personal Auto,Personal L1,Offer4,Web,333.44,Four-Door Car,Small
MU64306,California,105,28,19,0,3,Personal Auto,Personal L2,Offer2,Web,80.13,SUV,Medsize
UI33675,California,72,17,87,0,8,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Medsize
UX24010,California,65,25,70,1,5,Personal Auto,Personal L1,Offer1,Agent,725.85,Four-Door Car,Small
GC69429,California,135,18,56,0,2,Personal Auto,Personal L2,Offer1,Branch,648,SUV,Medsize
XA27299,California,128,35,71,0,2,Personal Auto,Personal L2,Offer2,Agent,789.78,SUV,Medsize
MT39460,California,62,22,61,0,1,Personal Auto,Personal L2,Offer2,Branch,294.26,Four-Door Car,Medsize
NM33351,California,98,17,78,0,2,Corporate Auto,Corporate L3,Offer1,Agent,3.25,Two-Door Car,Small
IR29181,California,117,25,32,0,7,Corporate Auto,Corporate L2,Offer1,Branch,842.4,Four-Door Car,Small
TE79454,California,222,26,50,0,8,Personal Auto,Personal L2,Offer1,Branch,1123.49,Luxury Car,Medsize
US34108,California,63,1,93,4,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize
LG45849,California,117,8,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,561.6,Two-Door Car,Small
FI25204,California,92,21,49,2,1,Corporate Auto,Corporate L3,Offer2,Branch,328.35,Two-Door Car,Medsize
YM24620,California,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767.24,SUV,Small
UG49494,California,73,7,42,1,3,Personal Auto,Personal L1,Offer1,Agent,481.01,Four-Door Car,Medsize
VM77872,California,111,22,95,0,3,Corporate Auto,Corporate L3,Offer3,Branch,799.2,Four-Door Car,Large
EY49684,California,61,16,57,0,1,Personal Auto,Personal L3,Offer1,Agent,32.45,Four-Door Car,Medsize
XB70333,California,109,5,36,4,3,Personal Auto,Personal L3,Offer1,Agent,852.26,Four-Door Car,Medsize
BC75105,California,81,8,49,5,1,Personal Auto,Personal L3,Offer3,Agent,380.6,Four-Door Car,Medsize
BR22486,California,63,12,56,0,3,Personal Auto,Personal L2,Offer3,Agent,332.85,Four-Door Car,Medsize
JT27173,California,101,4,29,0,1,Corporate Auto,Corporate L2,Offer1,Agent,285.05,SUV,Medsize
AT31367,California,86,21,76,0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize
EW17514,California,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.91,Two-Door Car,Medsize
QJ31447,California,61,0,74,0,2,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize
BC85847,California,64,0,72,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,585.06,Four-Door Car,Small
FP53421,California,70,20,34,0,2,Personal Auto,Personal L3,Offer4,Branch,336,Four-Door Car,Medsize
ZF54421,California,83,30,72,0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small
EG81847,California,124,30,66,1,2,Personal Auto,Personal L1,Offer1,Call Center,597.58,SUV,Medsize
SE21603,California,71,10,20,0,1,Corporate Auto,Corporate L3,Offer1,Branch,484.88,Four-Door Car,Medsize
RA47157,California,87,4,30,0,1,Corporate Auto,Corporate L2,Offer4,Agent,246.52,Two-Door Car,Medsize
ZA45956,California,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.32,SUV,Medsize
PB93081,California,160,32,33,0,1,Corporate Auto,Corporate L3,Offer4,Branch,323.19,SUV,Small
ZE49470,California,119,5,85,0,1,Personal Auto,Personal L2,Offer1,Agent,388.31,SUV,Large
QW72605,California,138,11,84,0,9,Personal Auto,Personal L2,Offer2,Call Center,666.98,SUV,Large
MG53211,California,82,11,62,0,1,Personal Auto,Personal L3,Offer3,Branch,278.74,Four-Door Car,Medsize
YB49540,California,65,5,36,0,3,Personal Auto,Personal L3,Offer2,Web,325,Four-Door Car,Medsize
FY77803,California,68,34,31,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize
KX64629,California,64,3,26,0,1,Personal Auto,Personal L3,Offer4,Call Center,744.92,Four-Door Car,Medsize
IN28584,California,137,6,14,1,2,Personal Auto,Personal L2,Offer1,Call Center,75.66,SUV,Medsize
FP66891,California,65,18,63,0,1,Personal Auto,Personal L1,Offer1,Agent,319.49,Four-Door Car,Large
TT97465,California,62,18,57,1,2,Corporate Auto,Corporate L3,Offer1,Agent,298.43,Four-Door Car,Medsize
AM88377,California,65,17,99,0,4,Corporate Auto,Corporate L2,Offer1,Branch,455.65,Two-Door Car,Medsize
JA47688,California,90,25,20,0,1,Personal Auto,Personal L2,Offer3,Branch,502.87,Two-Door Car,Medsize
GP87031,California,86,7,17,0,1,Corporate Auto,Corporate L3,Offer4,Web,412.8,Four-Door Car,Small
ZV43350,California,119,30,95,0,1,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize
TG37259,California,85,12,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,408,Four-Door Car,Medsize
KM22467,California,69,35,87,0,6,Personal Auto,Personal L3,Offer1,Agent,441.95,Two-Door Car,Medsize
JB32090,California,76,11,78,0,1,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize
EY78874,California,71,9,76,0,1,Corporate Auto,Corporate L1,Offer4,Agent,350.14,Four-Door Car,Small
ZT60177,California,108,4,29,0,1,Personal Auto,Personal L3,Offer1,Web,932.65,Sports Car,Medsize
RV92809,California,73,17,64,0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize
VI69768,California,119,25,49,0,2,Personal Auto,Personal L1,Offer2,Call Center,849.21,SUV,Small
NP40205,California,98,24,24,0,7,Corporate Auto,Corporate L3,Offer2,Branch,11.55,Four-Door Car,Small
LZ56963,California,112,8,22,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Small
CO56168,California,100,20,62,0,1,Personal Auto,Personal L2,Offer2,Agent,441.99,SUV,Small
HJ64239,California,113,25,55,0,3,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medsize
WX80471,California,84,0,70,0,6,Personal Auto,Personal L2,Offer3,Branch,145.45,Two-Door Car,Medsize
EH51056,California,68,24,2,0,1,Personal Auto,Personal L2,Offer4,Branch,578.95,Two-Door Car,Small
DK19711,California,71,29,58,0,6,Personal Auto,Personal L3,Offer1,Agent,228.52,Four-Door Car,Medsize
ZJ71004,California,62,1,53,0,1,Personal Auto,Personal L3,Offer4,Web,108.89,Four-Door Car,Medsize
CE68841,California,102,3,13,0,1,Corporate Auto,Corporate L1,Offer1,Agent,34.24,SUV,Medsize
HX41374,California,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.5,SUV,Medsize
QE13586,California,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large
PA20570,California,82,0,79,0,7,Personal Auto,Personal L1,Offer4,Agent,464.71,Four-Door Car,Medsize
MB91424,California,63,14,60,0,2,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medsize
QW98193,California,101,32,65,0,1,Corporate Auto,Corporate L2,Offer3,Branch,617.65,SUV,Medsize
TS53731,California,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.28,SUV,Medsize
WK55963,California,68,2,75,0,2,Corporate Auto,Corporate L3,Offer3,Web,413.25,Two-Door Car,Medsize
CE71123,California,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.8,SUV,Small
KK38827,California,107,28,23,1,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large
YH81239,California,82,6,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize
MD32702,California,109,25,21,1,1,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
UK79109,California,116,11,42,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize
TV37646,California,119,22,33,0,1,Personal Auto,Personal L3,Offer4,Agent,755.2,SUV,Small
QS35019,California,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.91,Two-Door Car,Medsize
RJ62038,California,82,34,5,0,2,Personal Auto,Personal L1,Offer2,Web,590.4,Four-Door Car,Small
VX94337,California,113,27,91,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,542.4,SUV,Medsize
GM54723,California,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.29,Four-Door Car,Small
ET39822,California,69,14,94,0,2,Personal Auto,Personal L2,Offer2,Web,159.38,Two-Door Car,Medsize
WA94988,California,124,25,15,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681.58,Sports Car,Small
